ds,year,month,day,weekday,is_weekend,hour,y
2023-07-28 07:00:00,2023,7,28,4,0,7,0.0399999999790452
2023-07-28 08:00:00,2023,7,28,4,0,8,2.39000000001397
2023-07-28 09:00:00,2023,7,28,4,0,9,10.980000000010476
2023-07-28 10:00:00,2023,7,28,4,0,10,40.97999999998137
2023-07-28 11:00:00,2023,7,28,4,0,11,80.54000000000815
2023-07-28 12:00:00,2023,7,28,4,0,12,113.44000000000231
2023-07-28 13:00:00,2023,7,28,4,0,13,127.92999999999302
2023-07-28 14:00:00,2023,7,28,4,0,14,117.30999999999769
2023-07-28 15:00:00,2023,7,28,4,0,15,128.5800000000163
2023-07-28 16:00:00,2023,7,28,4,0,16,126.94999999998254
2023-07-28 17:00:00,2023,7,28,4,0,17,116.4900000000198
2023-07-28 18:00:00,2023,7,28,4,0,18,98.97000000000116
2023-07-28 19:00:00,2023,7,28,4,0,19,66.93999999997322
2023-07-28 20:00:00,2023,7,28,4,0,20,32.38000000000466
2023-07-28 21:00:00,2023,7,28,4,0,21,7.830000000016298
2023-07-28 22:00:00,2023,7,28,4,0,22,0.8699999999953434
2023-07-28 23:00:00,2023,7,28,4,0,23,0.0
2023-07-29 00:00:00,2023,7,29,5,1,0,0.0
2023-07-29 01:00:00,2023,7,29,5,1,1,0.0
2023-07-29 02:00:00,2023,7,29,5,1,2,0.0
2023-07-29 03:00:00,2023,7,29,5,1,3,0.0
2023-07-29 04:00:00,2023,7,29,5,1,4,0.0
2023-07-29 05:00:00,2023,7,29,5,1,5,0.0
2023-07-29 06:00:00,2023,7,29,5,1,6,0.0
2023-07-29 07:00:00,2023,7,29,5,1,7,0.040000000008149
2023-07-29 08:00:00,2023,7,29,5,1,8,2.1199999999953434
2023-07-29 09:00:00,2023,7,29,5,1,9,10.269999999989524
2023-07-29 10:00:00,2023,7,29,5,1,10,35.460000000020955
2023-07-29 11:00:00,2023,7,29,5,1,11,23.42999999999301
2023-07-29 12:00:00,2023,7,29,5,1,12,13.119999999995343
2023-07-29 13:00:00,2023,7,29,5,1,13,12.779999999998836
2023-07-29 14:00:00,2023,7,29,5,1,14,98.27000000001864
2023-07-29 15:00:00,2023,7,29,5,1,15,119.17999999999302
2023-07-29 16:00:00,2023,7,29,5,1,16,115.61999999999534
2023-07-29 17:00:00,2023,7,29,5,1,17,108.25
2023-07-29 18:00:00,2023,7,29,5,1,18,91.57000000000698
2023-07-29 19:00:00,2023,7,29,5,1,19,47.289999999979045
2023-07-29 20:00:00,2023,7,29,5,1,20,28.550000000017462
2023-07-29 21:00:00,2023,7,29,5,1,21,7.199999999982538
2023-07-29 22:00:00,2023,7,29,5,1,22,0.7900000000081491
2023-07-29 23:00:00,2023,7,29,5,1,23,0.0
2023-07-30 00:00:00,2023,7,30,6,1,0,0.0
2023-07-30 01:00:00,2023,7,30,6,1,1,0.0
2023-07-30 02:00:00,2023,7,30,6,1,2,0.0
2023-07-30 03:00:00,2023,7,30,6,1,3,0.0
2023-07-30 04:00:00,2023,7,30,6,1,4,0.0
2023-07-30 05:00:00,2023,7,30,6,1,5,0.0
2023-07-30 06:00:00,2023,7,30,6,1,6,0.0
2023-07-30 07:00:00,2023,7,30,6,1,7,0.0199999999895226
2023-07-30 08:00:00,2023,7,30,6,1,8,1.9899999999906868
2023-07-30 09:00:00,2023,7,30,6,1,9,9.870000000024447
2023-07-30 10:00:00,2023,7,30,6,1,10,36.80999999999767
2023-07-30 11:00:00,2023,7,30,6,1,11,22.169999999983705
2023-07-30 12:00:00,2023,7,30,6,1,12,13.369999999995343
2023-07-30 13:00:00,2023,7,30,6,1,13,13.770000000018626
2023-07-30 14:00:00,2023,7,30,6,1,14,13.299999999988358
2023-07-30 15:00:00,2023,7,30,6,1,15,76.97000000000116
2023-07-30 16:00:00,2023,7,30,6,1,16,112.01999999998952
2023-07-30 17:00:00,2023,7,30,6,1,17,104.69000000000231
2023-07-30 18:00:00,2023,7,30,6,1,18,90.9900000000198
2023-07-30 19:00:00,2023,7,30,6,1,19,48.679999999993015
2023-07-30 20:00:00,2023,7,30,6,1,20,28.389999999984862
2023-07-30 21:00:00,2023,7,30,6,1,21,7.300000000017462
2023-07-30 22:00:00,2023,7,30,6,1,22,0.7900000000081491
2023-07-30 23:00:00,2023,7,30,6,1,23,0.0
2023-07-31 00:00:00,2023,7,31,0,0,0,0.0
2023-07-31 01:00:00,2023,7,31,0,0,1,0.0
2023-07-31 02:00:00,2023,7,31,0,0,2,0.0
2023-07-31 03:00:00,2023,7,31,0,0,3,0.0
2023-07-31 04:00:00,2023,7,31,0,0,4,0.0
2023-07-31 05:00:00,2023,7,31,0,0,5,0.0
2023-07-31 06:00:00,2023,7,31,0,0,6,0.0
2023-07-31 07:00:00,2023,7,31,0,0,7,0.0700000000069849
2023-07-31 08:00:00,2023,7,31,0,0,8,1.929999999993015
2023-07-31 09:00:00,2023,7,31,0,0,9,9.989999999990689
2023-07-31 10:00:00,2023,7,31,0,0,10,40.0
2023-07-31 11:00:00,2023,7,31,0,0,11,79.86000000001513
2023-07-31 12:00:00,2023,7,31,0,0,12,111.25
2023-07-31 13:00:00,2023,7,31,0,0,13,123.06999999997788
2023-07-31 14:00:00,2023,7,31,0,0,14,125.64000000001396
2023-07-31 15:00:00,2023,7,31,0,0,15,124.45000000001164
2023-07-31 16:00:00,2023,7,31,0,0,16,119.79999999998836
2023-07-31 17:00:00,2023,7,31,0,0,17,112.72000000000116
2023-07-31 18:00:00,2023,7,31,0,0,18,96.79999999998836
2023-07-31 19:00:00,2023,7,31,0,0,19,64.86000000001513
2023-07-31 20:00:00,2023,7,31,0,0,20,30.489999999990687
2023-07-31 21:00:00,2023,7,31,0,0,21,7.540000000008149
2023-07-31 22:00:00,2023,7,31,0,0,22,0.7999999999883585
2023-07-31 23:00:00,2023,7,31,0,0,23,0.0
2023-08-01 00:00:00,2023,8,1,1,0,0,0.0599999999976716
2023-08-01 01:00:00,2023,8,1,1,0,1,0.0
2023-08-01 02:00:00,2023,8,1,1,0,2,0.0
2023-08-01 03:00:00,2023,8,1,1,0,3,0.0
2023-08-01 04:00:00,2023,8,1,1,0,4,0.0
2023-08-01 05:00:00,2023,8,1,1,0,5,0.0
2023-08-01 06:00:00,2023,8,1,1,0,6,0.0
2023-08-01 07:00:00,2023,8,1,1,0,7,0.0
2023-08-01 08:00:00,2023,8,1,1,0,8,1.1832670454544891
2023-08-01 09:00:00,2023,8,1,1,0,9,7.760632183907996
2023-08-01 10:00:00,2023,8,1,1,0,10,28.69562146892746
2023-08-01 11:00:00,2023,8,1,1,0,11,50.62183615819243
2023-08-01 12:00:00,2023,8,1,1,0,12,69.02711864406731
2023-08-01 13:00:00,2023,8,1,1,0,13,78.34548022598817
2023-08-01 14:00:00,2023,8,1,1,0,14,80.10672316384255
2023-08-01 15:00:00,2023,8,1,1,0,15,76.47115819208919
2023-08-01 16:00:00,2023,8,1,1,0,16,71.21447887324005
2023-08-01 17:00:00,2023,8,1,1,0,17,60.6656862745097
2023-08-01 18:00:00,2023,8,1,1,0,18,44.75664804469405
2023-08-01 19:00:00,2023,8,1,1,0,19,26.665530726254733
2023-08-01 20:00:00,2023,8,1,1,0,20,12.582430167599336
2023-08-01 21:00:00,2023,8,1,1,0,21,2.981005586591561
2023-08-01 22:00:00,2023,8,1,1,0,22,0.0
2023-08-01 23:00:00,2023,8,1,1,0,23,0.0
2023-08-02 00:00:00,2023,8,2,2,0,0,0.0
2023-08-02 01:00:00,2023,8,2,2,0,1,0.0
2023-08-02 02:00:00,2023,8,2,2,0,2,0.0
2023-08-02 03:00:00,2023,8,2,2,0,3,0.0
2023-08-02 04:00:00,2023,8,2,2,0,4,0.0
2023-08-02 05:00:00,2023,8,2,2,0,5,0.0
2023-08-02 06:00:00,2023,8,2,2,0,6,0.0
2023-08-02 07:00:00,2023,8,2,2,0,7,0.0
2023-08-02 08:00:00,2023,8,2,2,0,8,1.8399999999965075
2023-08-02 09:00:00,2023,8,2,2,0,9,9.75
2023-08-02 10:00:00,2023,8,2,2,0,10,39.38999999998487
2023-08-02 11:00:00,2023,8,2,2,0,11,80.14999999999418
2023-08-02 12:00:00,2023,8,2,2,0,12,112.6700000000128
2023-08-02 13:00:00,2023,8,2,2,0,13,127.98999999999069
2023-08-02 14:00:00,2023,8,2,2,0,14,131.6700000000128
2023-08-02 15:00:00,2023,8,2,2,0,15,130.19000000000233
2023-08-02 16:00:00,2023,8,2,2,0,16,122.85999999998604
2023-08-02 17:00:00,2023,8,2,2,0,17,113.5800000000163
2023-08-02 18:00:00,2023,8,2,2,0,18,96.48999999999069
2023-08-02 19:00:00,2023,8,2,2,0,19,63.48999999999069
2023-08-02 20:00:00,2023,8,2,2,0,20,30.650000000023283
2023-08-02 21:00:00,2023,8,2,2,0,21,6.75
2023-08-02 22:00:00,2023,8,2,2,0,22,0.6099999999860302
2023-08-02 23:00:00,2023,8,2,2,0,23,0.0
2023-08-03 00:00:00,2023,8,3,3,0,0,0.0299999999988358
2023-08-03 01:00:00,2023,8,3,3,0,1,0.0
2023-08-03 02:00:00,2023,8,3,3,0,2,0.0
2023-08-03 03:00:00,2023,8,3,3,0,3,0.0
2023-08-03 04:00:00,2023,8,3,3,0,4,0.0
2023-08-03 05:00:00,2023,8,3,3,0,5,0.0
2023-08-03 06:00:00,2023,8,3,3,0,6,0.0
2023-08-03 07:00:00,2023,8,3,3,0,7,0.0
2023-08-03 08:00:00,2023,8,3,3,0,8,1.1832670454544891
2023-08-03 09:00:00,2023,8,3,3,0,9,7.760632183907996
2023-08-03 10:00:00,2023,8,3,3,0,10,28.69562146892746
2023-08-03 11:00:00,2023,8,3,3,0,11,50.62183615819243
2023-08-03 12:00:00,2023,8,3,3,0,12,69.02711864406731
2023-08-03 13:00:00,2023,8,3,3,0,13,78.34548022598817
2023-08-03 14:00:00,2023,8,3,3,0,14,80.10672316384255
2023-08-03 15:00:00,2023,8,3,3,0,15,76.47115819208919
2023-08-03 16:00:00,2023,8,3,3,0,16,71.21447887324005
2023-08-03 17:00:00,2023,8,3,3,0,17,60.6656862745097
2023-08-03 18:00:00,2023,8,3,3,0,18,44.75664804469405
2023-08-03 19:00:00,2023,8,3,3,0,19,26.665530726254733
2023-08-03 20:00:00,2023,8,3,3,0,20,12.582430167599336
2023-08-03 21:00:00,2023,8,3,3,0,21,2.981005586591561
2023-08-03 22:00:00,2023,8,3,3,0,22,0.0
2023-08-03 23:00:00,2023,8,3,3,0,23,0.0
2023-08-04 00:00:00,2023,8,4,4,0,0,0.0
2023-08-04 01:00:00,2023,8,4,4,0,1,0.0
2023-08-04 02:00:00,2023,8,4,4,0,2,0.0
2023-08-04 03:00:00,2023,8,4,4,0,3,0.0
2023-08-04 04:00:00,2023,8,4,4,0,4,0.0
2023-08-04 05:00:00,2023,8,4,4,0,5,0.0
2023-08-04 06:00:00,2023,8,4,4,0,6,0.0
2023-08-04 07:00:00,2023,8,4,4,0,7,0.0
2023-08-04 08:00:00,2023,8,4,4,0,8,1.7799999999988358
2023-08-04 09:00:00,2023,8,4,4,0,9,10.14999999999418
2023-08-04 10:00:00,2023,8,4,4,0,10,42.070000000006985
2023-08-04 11:00:00,2023,8,4,4,0,11,85.95000000001164
2023-08-04 12:00:00,2023,8,4,4,0,12,121.34999999997672
2023-08-04 13:00:00,2023,8,4,4,0,13,137.13000000000466
2023-08-04 14:00:00,2023,8,4,4,0,14,143.10000000000582
2023-08-04 15:00:00,2023,8,4,4,0,15,138.95000000001164
2023-08-04 16:00:00,2023,8,4,4,0,16,130.06999999997788
2023-08-04 17:00:00,2023,8,4,4,0,17,119.80000000001746
2023-08-04 18:00:00,2023,8,4,4,0,18,102.5799999999872
2023-08-04 19:00:00,2023,8,4,4,0,19,68.01000000000931
2023-08-04 20:00:00,2023,8,4,4,0,20,31.42000000001281
2023-08-04 21:00:00,2023,8,4,4,0,21,6.5
2023-08-04 22:00:00,2023,8,4,4,0,22,0.4799999999813735
2023-08-04 23:00:00,2023,8,4,4,0,23,0.0
2023-08-05 00:00:00,2023,8,5,5,1,0,0.0
2023-08-05 01:00:00,2023,8,5,5,1,1,0.0
2023-08-05 02:00:00,2023,8,5,5,1,2,0.0
2023-08-05 03:00:00,2023,8,5,5,1,3,0.0
2023-08-05 04:00:00,2023,8,5,5,1,4,0.0
2023-08-05 05:00:00,2023,8,5,5,1,5,0.0
2023-08-05 06:00:00,2023,8,5,5,1,6,0.0
2023-08-05 07:00:00,2023,8,5,5,1,7,0.0599999999976716
2023-08-05 08:00:00,2023,8,5,5,1,8,1.7300000000104774
2023-08-05 09:00:00,2023,8,5,5,1,9,9.720000000001164
2023-08-05 10:00:00,2023,8,5,5,1,10,25.27999999999884
2023-08-05 11:00:00,2023,8,5,5,1,11,11.669999999983702
2023-08-05 12:00:00,2023,8,5,5,1,12,12.18000000002212
2023-08-05 13:00:00,2023,8,5,5,1,13,12.64999999999418
2023-08-05 14:00:00,2023,8,5,5,1,14,12.35000000000582
2023-08-05 15:00:00,2023,8,5,5,1,15,11.25999999998021
2023-08-05 16:00:00,2023,8,5,5,1,16,11.700000000011642
2023-08-05 17:00:00,2023,8,5,5,1,17,11.190000000002328
2023-08-05 18:00:00,2023,8,5,5,1,18,11.440000000002328
2023-08-05 19:00:00,2023,8,5,5,1,19,14.869999999995343
2023-08-05 20:00:00,2023,8,5,5,1,20,25.019999999989523
2023-08-05 21:00:00,2023,8,5,5,1,21,6.650000000023283
2023-08-05 22:00:00,2023,8,5,5,1,22,0.5
2023-08-05 23:00:00,2023,8,5,5,1,23,0.0
2023-08-06 00:00:00,2023,8,6,6,1,0,0.0
2023-08-06 01:00:00,2023,8,6,6,1,1,0.0
2023-08-06 02:00:00,2023,8,6,6,1,2,0.0
2023-08-06 03:00:00,2023,8,6,6,1,3,0.0
2023-08-06 04:00:00,2023,8,6,6,1,4,0.0
2023-08-06 05:00:00,2023,8,6,6,1,5,0.0
2023-08-06 06:00:00,2023,8,6,6,1,6,0.0
2023-08-06 07:00:00,2023,8,6,6,1,7,0.0399999999790452
2023-08-06 08:00:00,2023,8,6,6,1,8,1.570000000006985
2023-08-06 09:00:00,2023,8,6,6,1,9,9.619999999995343
2023-08-06 10:00:00,2023,8,6,6,1,10,22.14000000001397
2023-08-06 11:00:00,2023,8,6,6,1,11,11.329999999987194
2023-08-06 12:00:00,2023,8,6,6,1,12,12.14000000001397
2023-08-06 13:00:00,2023,8,6,6,1,13,11.160000000003492
2023-08-06 14:00:00,2023,8,6,6,1,14,11.549999999988358
2023-08-06 15:00:00,2023,8,6,6,1,15,10.790000000008147
2023-08-06 16:00:00,2023,8,6,6,1,16,10.809999999997672
2023-08-06 17:00:00,2023,8,6,6,1,17,10.869999999995343
2023-08-06 18:00:00,2023,8,6,6,1,18,10.160000000003492
2023-08-06 19:00:00,2023,8,6,6,1,19,12.199999999982538
2023-08-06 20:00:00,2023,8,6,6,1,20,23.830000000016295
2023-08-06 21:00:00,2023,8,6,6,1,21,6.220000000001164
2023-08-06 22:00:00,2023,8,6,6,1,22,0.4100000000034924
2023-08-06 23:00:00,2023,8,6,6,1,23,0.0
2023-08-07 00:00:00,2023,8,7,0,0,0,0.0
2023-08-07 01:00:00,2023,8,7,0,0,1,0.0
2023-08-07 02:00:00,2023,8,7,0,0,2,0.0
2023-08-07 03:00:00,2023,8,7,0,0,3,0.0
2023-08-07 04:00:00,2023,8,7,0,0,4,0.0
2023-08-07 05:00:00,2023,8,7,0,0,5,0.0
2023-08-07 06:00:00,2023,8,7,0,0,6,0.0
2023-08-07 07:00:00,2023,8,7,0,0,7,0.0399999999790452
2023-08-07 08:00:00,2023,8,7,0,0,8,1.4900000000197906
2023-08-07 09:00:00,2023,8,7,0,0,9,9.380000000004657
2023-08-07 10:00:00,2023,8,7,0,0,10,39.97999999998137
2023-08-07 11:00:00,2023,8,7,0,0,11,81.97000000000116
2023-08-07 12:00:00,2023,8,7,0,0,12,115.26000000000931
2023-08-07 13:00:00,2023,8,7,0,0,13,127.32000000000698
2023-08-07 14:00:00,2023,8,7,0,0,14,128.3299999999872
2023-08-07 15:00:00,2023,8,7,0,0,15,125.42999999999302
2023-08-07 16:00:00,2023,8,7,0,0,16,119.55999999999769
2023-08-07 17:00:00,2023,8,7,0,0,17,112.70000000001164
2023-08-07 18:00:00,2023,8,7,0,0,18,95.45999999999184
2023-08-07 19:00:00,2023,8,7,0,0,19,62.45000000001164
2023-08-07 20:00:00,2023,8,7,0,0,20,29.449999999982538
2023-08-07 21:00:00,2023,8,7,0,0,21,6.930000000022119
2023-08-07 22:00:00,2023,8,7,0,0,22,0.4499999999825377
2023-08-07 23:00:00,2023,8,7,0,0,23,0.0
2023-08-08 00:00:00,2023,8,8,1,0,0,0.0
2023-08-08 01:00:00,2023,8,8,1,0,1,0.0
2023-08-08 02:00:00,2023,8,8,1,0,2,0.0
2023-08-08 03:00:00,2023,8,8,1,0,3,0.0
2023-08-08 04:00:00,2023,8,8,1,0,4,0.0
2023-08-08 05:00:00,2023,8,8,1,0,5,0.0
2023-08-08 06:00:00,2023,8,8,1,0,6,0.0
2023-08-08 07:00:00,2023,8,8,1,0,7,0.0200000000186264
2023-08-08 08:00:00,2023,8,8,1,0,8,1.6900000000023283
2023-08-08 09:00:00,2023,8,8,1,0,9,11.75999999998021
2023-08-08 10:00:00,2023,8,8,1,0,10,37.8300000000163
2023-08-08 11:00:00,2023,8,8,1,0,11,75.41000000000349
2023-08-08 12:00:00,2023,8,8,1,0,12,107.62999999997557
2023-08-08 13:00:00,2023,8,8,1,0,13,120.77000000001864
2023-08-08 14:00:00,2023,8,8,1,0,14,124.75
2023-08-08 15:00:00,2023,8,8,1,0,15,122.25
2023-08-08 16:00:00,2023,8,8,1,0,16,115.7599999999802
2023-08-08 17:00:00,2023,8,8,1,0,17,108.91000000000348
2023-08-08 18:00:00,2023,8,8,1,0,18,90.0800000000163
2023-08-08 19:00:00,2023,8,8,1,0,19,58.10000000000582
2023-08-08 20:00:00,2023,8,8,1,0,20,27.869999999995343
2023-08-08 21:00:00,2023,8,8,1,0,21,8.059999999997672
2023-08-08 22:00:00,2023,8,8,1,0,22,0.3500000000058207
2023-08-08 23:00:00,2023,8,8,1,0,23,0.0
2023-08-09 00:00:00,2023,8,9,2,0,0,0.0
2023-08-09 01:00:00,2023,8,9,2,0,1,0.0
2023-08-09 02:00:00,2023,8,9,2,0,2,0.0
2023-08-09 03:00:00,2023,8,9,2,0,3,0.0
2023-08-09 04:00:00,2023,8,9,2,0,4,0.0
2023-08-09 05:00:00,2023,8,9,2,0,5,0.0
2023-08-09 06:00:00,2023,8,9,2,0,6,0.0
2023-08-09 07:00:00,2023,8,9,2,0,7,0.0299999999988358
2023-08-09 08:00:00,2023,8,9,2,0,8,1.5799999999871943
2023-08-09 09:00:00,2023,8,9,2,0,9,12.760000000009311
2023-08-09 10:00:00,2023,8,9,2,0,10,35.33999999999651
2023-08-09 11:00:00,2023,8,9,2,0,11,68.22000000000116
2023-08-09 12:00:00,2023,8,9,2,0,12,98.22000000000116
2023-08-09 13:00:00,2023,8,9,2,0,13,115.11999999999534
2023-08-09 14:00:00,2023,8,9,2,0,14,117.82000000000698
2023-08-09 15:00:00,2023,8,9,2,0,15,109.72000000000116
2023-08-09 16:00:00,2023,8,9,2,0,16,90.11999999999534
2023-08-09 17:00:00,2023,8,9,2,0,17,68.48999999999069
2023-08-09 18:00:00,2023,8,9,2,0,18,56.570000000006985
2023-08-09 19:00:00,2023,8,9,2,0,19,25.889999999984862
2023-08-09 20:00:00,2023,8,9,2,0,20,11.790000000008147
2023-08-09 21:00:00,2023,8,9,2,0,21,7.429999999993015
2023-08-09 22:00:00,2023,8,9,2,0,22,0.2700000000186264
2023-08-09 23:00:00,2023,8,9,2,0,23,0.0
2023-08-10 00:00:00,2023,8,10,3,0,0,0.0
2023-08-10 01:00:00,2023,8,10,3,0,1,0.0
2023-08-10 02:00:00,2023,8,10,3,0,2,0.0
2023-08-10 03:00:00,2023,8,10,3,0,3,0.0
2023-08-10 04:00:00,2023,8,10,3,0,4,0.0
2023-08-10 05:00:00,2023,8,10,3,0,5,0.0
2023-08-10 06:00:00,2023,8,10,3,0,6,0.0
2023-08-10 07:00:00,2023,8,10,3,0,7,0.0099999999802093
2023-08-10 08:00:00,2023,8,10,3,0,8,1.4500000000116415
2023-08-10 09:00:00,2023,8,10,3,0,9,10.940000000002328
2023-08-10 10:00:00,2023,8,10,3,0,10,38.929999999993015
2023-08-10 11:00:00,2023,8,10,3,0,11,80.82000000000698
2023-08-10 12:00:00,2023,8,10,3,0,12,115.47000000000116
2023-08-10 13:00:00,2023,8,10,3,0,13,126.52999999999884
2023-08-10 14:00:00,2023,8,10,3,0,14,128.0
2023-08-10 15:00:00,2023,8,10,3,0,15,127.95999999999184
2023-08-10 16:00:00,2023,8,10,3,0,16,119.10000000000582
2023-08-10 17:00:00,2023,8,10,3,0,17,110.98999999999069
2023-08-10 18:00:00,2023,8,10,3,0,18,94.5800000000163
2023-08-10 19:00:00,2023,8,10,3,0,19,62.20999999999185
2023-08-10 20:00:00,2023,8,10,3,0,20,28.44000000000233
2023-08-10 21:00:00,2023,8,10,3,0,21,5.850000000005821
2023-08-10 22:00:00,2023,8,10,3,0,22,0.2899999999790452
2023-08-10 23:00:00,2023,8,10,3,0,23,0.0
2023-08-11 00:00:00,2023,8,11,4,0,0,0.0
2023-08-11 01:00:00,2023,8,11,4,0,1,0.0
2023-08-11 02:00:00,2023,8,11,4,0,2,0.0
2023-08-11 03:00:00,2023,8,11,4,0,3,0.0
2023-08-11 04:00:00,2023,8,11,4,0,4,0.0
2023-08-11 05:00:00,2023,8,11,4,0,5,0.0
2023-08-11 06:00:00,2023,8,11,4,0,6,0.0
