ds,hour,day,Solar Energy Generated,Solar Energy Consumed,Excess Solar Energy,Total Energy Consumed,Carbon Intensity gCO₂eq/kWh (direct),CO2 Emissions,Battery Charge (kWh),Battery Discharge (kWh),Battery Level (kWh),Grid Energy Used (kWh),Adjusted CO2 Emissions (with Battery)
2024-09-03 04:00:00,4,3,0,0.0,0.0,105.32978057861328,130.24,13718.150622558594,0.0,0.0,0.0,105.32978057861328,13718.150622558594
2024-09-03 05:00:00,5,3,0,0.0,0.0,111.48130798339844,149.31,16645.27409500122,0.0,0.0,0.0,111.48130798339844,16645.27409500122
2024-09-03 06:00:00,6,3,0,0.0,0.0,108.46063232421876,161.01,17463.24641052246,0.0,0.0,0.0,108.46063232421876,17463.24641052246
2024-09-03 07:00:00,7,3,0,0.0,0.0,153.92298889160156,142.07,21867.839031829833,0.0,0.0,0.0,153.92298889160156,21867.839031829833
2024-09-03 08:00:00,8,3,0,0.23,0.0,522.8995361328125,106.5,55688.80059814453,0.0,0.0,0.0,522.8995361328125,55688.80059814453
2024-09-03 09:00:00,9,3,9,7.29,1.71,546.6914672851562,86.31,47184.94054138184,1.71,0.0,1.71,546.6914672851562,47184.94054138184
2024-09-03 10:00:00,10,3,32,37.49,0.0,456.1461791992188,79.53,36277.30563171387,0.0,0.0,1.71,456.1461791992188,36277.30563171387
2024-09-03 11:00:00,11,3,72,80.06,0.0,364.3153076171875,77.03,28063.208145751953,0.0,0.0,1.71,364.3153076171875,28063.208145751953
2024-09-03 12:00:00,12,3,101,113.19,0.0,405.590576171875,71.93,29174.13014404297,0.0,0.0,1.71,405.590576171875,29174.13014404297
2024-09-03 13:00:00,13,3,111,124.93,0.0,510.2633666992188,69.06,35238.78810424805,0.0,0.0,1.71,510.2633666992188,35238.78810424805
2024-09-03 14:00:00,14,3,110,128.6,0.0,427.5072326660156,68.11,29117.517616882324,0.0,0.0,1.71,427.5072326660156,29117.517616882324
2024-09-03 15:00:00,15,3,107,122.26,0.0,78.32479095458984,67.96,5322.952793273926,0.0,0.0,1.71,78.32479095458984,5322.952793273926
2024-09-03 16:00:00,16,3,101,114.36,0.0,111.4866943359375,77.59,8650.25261352539,0.0,0.0,1.71,111.4866943359375,8650.25261352539
2024-09-03 17:00:00,17,3,91,90.8,0.20000000000000284,192.7982177734375,109.84,21176.956240234376,0.20000000000000284,0.0,1.9100000000000028,192.7982177734375,21176.956240234376
2024-09-03 18:00:00,18,3,74,77.23,0.0,230.98361206054688,146.58,33857.57785583496,0.0,1.9100000000000028,0.0,229.07361206054688,33577.610055834964
2024-09-03 19:00:00,19,3,51,38.07,12.93,263.0296936035156,153.59,40398.73064056397,0.0,0.0,0.0,263.0296936035156,40398.73064056397
2024-09-03 20:00:00,20,3,19,17.47,1.5300000000000011,268.2010192871094,148.5,39827.85136413574,0.0,0.0,0.0,268.2010192871094,39827.85136413574
2024-09-03 21:00:00,21,3,6,3.06,2.94,140.68527221679688,133.11,18726.616584777836,0.0,0.0,0.0,140.68527221679688,18726.616584777836
2024-09-03 22:00:00,22,3,0,-0.1,0.1,132.34963989257812,118.04,15622.551492919923,0.0,0.0,0.0,132.34963989257812,15622.551492919923
2024-09-03 23:00:00,23,3,0,0.0,0.0,192.55311554855024,109.8,21142.332087230814,0.0,0.0,0.0,192.55311554855024,21142.332087230814
2024-09-04 00:00:00,0,4,0,0.0,0.0,192.55311554855024,107.65,20728.342888801435,0.0,0.0,0.0,192.55311554855024,20728.342888801435
2024-09-04 01:00:00,1,4,0,0.0,0.0,111.61296844482422,109.72,12246.174897766114,0.0,0.0,0.0,111.61296844482422,12246.174897766114
2024-09-04 02:00:00,2,4,0,0.0,0.0,113.62938690185548,113.18,12860.574009552005,0.0,0.0,0.0,113.62938690185548,12860.574009552005
2024-09-04 03:00:00,3,4,0,0.0,0.0,111.25675964355467,112.02,12462.982215270995,0.0,0.0,0.0,111.25675964355467,12462.982215270995
2024-09-04 04:00:00,4,4,0,0.0,0.0,114.19965362548828,118.36,13516.671003112793,0.0,0.0,0.0,114.19965362548828,13516.671003112793
2024-09-04 05:00:00,5,4,0,0.0,0.0,110.80889892578124,130.76,14489.371623535153,0.0,0.0,0.0,110.80889892578124,14489.371623535153
2024-09-04 06:00:00,6,4,0,0.0,0.0,105.5642547607422,141.11,14896.171989288334,0.0,0.0,0.0,105.5642547607422,14896.171989288334
2024-09-04 07:00:00,7,4,0,0.0,0.0,152.39501953125,118.53,18063.38166503906,0.0,0.0,0.0,152.39501953125,18063.38166503906
2024-09-04 08:00:00,8,4,0,0.14,0.0,558.9171142578125,79.65,44517.74815063477,0.0,0.0,0.0,558.9171142578125,44517.74815063477
2024-09-04 09:00:00,9,4,10,4.61,5.39,514.2966918945312,60.18,30950.374918212892,5.39,0.0,5.39,514.2966918945312,30950.374918212892
2024-09-04 10:00:00,10,4,33,26.05,6.949999999999999,482.9991455078125,56.83,27448.841439208984,6.949999999999999,0.0,12.34,482.9991455078125,27448.841439208984
2024-09-04 11:00:00,11,4,68,84.08,0.0,332.49908447265625,58.03,19294.92187194824,0.0,0.0,12.34,332.49908447265625,19294.92187194824
2024-09-04 12:00:00,12,4,94,120.27,0.0,421.916015625,59.34,25036.4963671875,0.0,0.0,12.34,421.916015625,25036.4963671875
2024-09-04 13:00:00,13,4,106,132.91,0.0,598.9739379882812,58.48,35027.99589355469,0.0,0.0,12.34,598.9739379882812,35027.99589355469
2024-09-04 14:00:00,14,4,102,122.55,0.0,319.28582763671875,58.1,18550.50658569336,0.0,0.0,12.34,319.28582763671875,18550.50658569336
2024-09-04 15:00:00,15,4,97,85.1,11.900000000000006,97.85929107666016,58.08,5683.667625732422,11.900000000000006,0.0,24.240000000000006,97.85929107666016,5683.667625732422
2024-09-04 16:00:00,16,4,94,22.49,71.51,93.7627410888672,64.73,6069.262230682374,71.51,0.0,95.75000000000001,93.7627410888672,6069.262230682374
2024-09-04 17:00:00,17,4,87,17.83,69.17,81.40731048583984,96.46,7852.5491694641105,4.249999999999986,0.0,100.0,81.40731048583984,7852.5491694641105
2024-09-04 18:00:00,18,4,72,90.72,0.0,227.18240356445312,144.33,32789.236306457526,0.0,100.0,0.0,127.18240356445312,18356.236306457522
2024-09-04 19:00:00,19,4,49,60.48,0.0,238.86941528320312,158.91,37958.73878265381,0.0,0.0,0.0,238.86941528320312,37958.73878265381
2024-09-04 20:00:00,20,4,20,16.5,3.5,297.9515075683594,142.88,42571.31140136719,0.0,0.0,0.0,297.9515075683594,42571.31140136719
2024-09-04 21:00:00,21,4,7,2.17,4.83,112.89285278320312,133.74,15098.290131225587,0.0,0.0,0.0,112.89285278320312,15098.290131225587
2024-09-04 22:00:00,22,4,0,-0.12,0.12,121.96859741210938,119.3,14550.853671264647,0.0,0.0,0.0,121.96859741210938,14550.853671264647
2024-09-04 23:00:00,23,4,0,0.0,0.0,117.44890594482422,119.77,14066.855465011597,0.0,0.0,0.0,117.44890594482422,14066.855465011597
2024-09-05 00:00:00,0,5,0,0.0,0.0,111.57052612304688,120.56,13450.94262939453,0.0,0.0,0.0,111.57052612304688,13450.94262939453
2024-09-05 01:00:00,1,5,0,0.0,0.0,108.71453857421876,120.38,13087.056153564454,0.0,0.0,0.0,108.71453857421876,13087.056153564454
2024-09-05 02:00:00,2,5,0,0.0,0.0,46.20127868652344,121.21,5600.056989593506,0.0,0.0,0.0,46.20127868652344,5600.056989593506
2024-09-05 03:00:00,3,5,0,0.0,0.0,45.676246643066406,129.08,5895.889916687012,0.0,0.0,0.0,45.676246643066406,5895.889916687012
2024-09-05 04:00:00,4,5,0,0.0,0.0,107.77391052246094,133.14,14349.018446960448,0.0,0.0,0.0,107.77391052246094,14349.018446960448
2024-09-05 05:00:00,5,5,0,0.0,0.0,109.5806121826172,140.2,15363.20182800293,0.0,0.0,0.0,109.5806121826172,15363.20182800293
2024-09-05 06:00:00,6,5,0,0.0,0.0,108.81134033203124,140.76,15316.284265136715,0.0,0.0,0.0,108.81134033203124,15316.284265136715
2024-09-05 07:00:00,7,5,0,0.0,0.0,160.97628784179688,111.44,17939.197517089844,0.0,0.0,0.0,160.97628784179688,17939.197517089844
2024-09-05 08:00:00,8,5,2,0.47,1.53,555.9889526367188,74.92,41654.69233154297,1.53,0.0,1.53,555.9889526367188,41654.69233154297
2024-09-05 09:00:00,9,5,12,8.29,3.710000000000001,552.114013671875,60.7,33513.320629882815,3.710000000000001,0.0,5.240000000000001,552.114013671875,33513.320629882815
2024-09-05 10:00:00,10,5,34,34.62,0.0,551.6611328125,57.4,31665.3490234375,0.0,0.0,5.240000000000001,551.6611328125,31665.3490234375
2024-09-05 11:00:00,11,5,68,70.74,0.0,429.39105224609375,54.66,23470.514915771484,0.0,0.0,5.240000000000001,429.39105224609375,23470.514915771484
2024-09-05 12:00:00,12,5,95,114.58,0.0,352.43707275390625,54.62,19250.112913818357,0.0,0.0,5.240000000000001,352.43707275390625,19250.112913818357
2024-09-05 13:00:00,13,5,104,125.45,0.0,363.2925415039063,55.09,20013.7861114502,0.0,0.0,5.240000000000001,363.2925415039063,20013.7861114502
2024-09-05 14:00:00,14,5,103,111.78,0.0,302.9217529296875,57.16,17315.007397460937,0.0,0.0,5.240000000000001,302.9217529296875,17315.007397460937
2024-09-05 15:00:00,15,5,101,75.05,25.950000000000003,106.3572235107422,63.69,6773.891565399171,25.950000000000003,0.0,31.190000000000005,106.3572235107422,6773.891565399171
2024-09-05 16:00:00,16,5,97,109.51,0.0,116.98292541503906,89.74,10498.047726745604,0.0,0.0,31.190000000000005,116.98292541503906,10498.047726745604
2024-09-05 17:00:00,17,5,85,92.26,0.0,135.4846954345703,129.89,17598.107089996334,0.0,0.0,31.190000000000005,135.4846954345703,17598.107089996334
2024-09-05 18:00:00,18,5,64,74.54,0.0,106.57545471191406,158.77,16920.984944610598,0.0,31.190000000000005,0.0,75.38545471191406,11968.948644610597
2024-09-05 19:00:00,19,5,40,35.24,4.759999999999998,148.4403839111328,157.98,23450.61185028076,0.0,0.0,0.0,148.4403839111328,23450.61185028076
2024-09-05 20:00:00,20,5,16,15.38,0.6199999999999992,305.3340148925781,151.01,46108.48958892822,0.0,0.0,0.0,305.3340148925781,46108.48958892822
2024-09-05 21:00:00,21,5,6,1.64,4.36,141.9413299560547,139.43,19790.879635772708,0.0,0.0,0.0,141.9413299560547,19790.879635772708
2024-09-05 22:00:00,22,5,0,-0.01,0.01,123.44835662841795,123.27,15217.478921585081,0.0,0.0,0.0,123.44835662841795,15217.478921585081
2024-09-05 23:00:00,23,5,0,0.0,0.0,127.18341064453124,114.59,14573.947025756836,0.0,0.0,0.0,127.18341064453124,14573.947025756836
2024-09-06 00:00:00,0,6,0,0.0,0.0,116.48008728027344,114.06,13285.718755187989,0.0,0.0,0.0,116.48008728027344,13285.718755187989
2024-09-06 01:00:00,1,6,0,0.0,0.0,102.21360778808594,113.06,11556.270496520996,0.0,0.0,0.0,102.21360778808594,11556.270496520996
2024-09-06 02:00:00,2,6,0,0.0,0.0,103.5816421508789,117.2,12139.768460083009,0.0,0.0,0.0,103.5816421508789,12139.768460083009
2024-09-06 03:00:00,3,6,0,0.0,0.0,100.11378479003906,119.66,11979.615487976074,0.0,0.0,0.0,100.11378479003906,11979.615487976074
2024-09-06 04:00:00,4,6,0,0.0,0.0,102.64089965820312,119.6,12275.851599121093,0.0,0.0,0.0,102.64089965820312,12275.851599121093
2024-09-06 05:00:00,5,6,0,0.0,0.0,101.178955078125,126.72,12821.3971875,0.0,0.0,0.0,101.178955078125,12821.3971875
2024-09-06 06:00:00,6,6,0,0.0,0.0,100.8783187866211,131.66,13281.639451446534,0.0,0.0,0.0,100.8783187866211,13281.639451446534
2024-09-06 07:00:00,7,6,0,0.0,0.0,173.91204833984375,100.4,17460.769653320312,0.0,0.0,0.0,173.91204833984375,17460.769653320312
2024-09-06 08:00:00,8,6,4,0.2,3.8,492.9554748535156,65.85,32461.118019104,3.8,0.0,3.8,492.9554748535156,32461.118019104
2024-09-06 09:00:00,9,6,15,6.37,8.629999999999999,461.6643676757813,52.66,24311.24560180664,8.629999999999999,0.0,12.43,461.6643676757813,24311.24560180664
2024-09-06 10:00:00,10,6,37,20.84,16.16,434.602783203125,50.21,21821.405744628908,16.16,0.0,28.59,434.602783203125,21821.405744628908
2024-09-06 11:00:00,11,6,65,87.67,0.0,163.63084411621094,47.65,7797.009722137451,0.0,0.0,28.59,163.63084411621094,7797.009722137451
2024-09-06 12:00:00,12,6,86,113.51,0.0,206.36183166503903,46.96,9690.751614990233,0.0,0.0,28.59,206.36183166503903,9690.751614990233
2024-09-06 13:00:00,13,6,95,126.32,0.0,334.1552734375,47.19,15768.787353515625,0.0,0.0,28.59,334.1552734375,15768.787353515625
2024-09-06 14:00:00,14,6,96,121.98,0.0,248.3540496826172,47.71,11848.971710357666,0.0,0.0,28.59,248.3540496826172,11848.971710357666
2024-09-06 15:00:00,15,6,95,50.33,44.67,86.30104064941406,48.26,4164.888221740723,44.67,0.0,73.26,86.30104064941406,4164.888221740723
2024-09-06 16:00:00,16,6,93,78.05,14.950000000000003,87.8863525390625,57.8,5079.8311767578125,14.950000000000003,0.0,88.21000000000001,87.8863525390625,5079.8311767578125
2024-09-06 17:00:00,17,6,84,34.21,49.79,101.84684753417967,96.21,9798.685201263426,11.789999999999992,0.0,100.0,101.84684753417967,9798.685201263426
2024-09-06 18:00:00,18,6,69,99.33,0.0,194.8986358642578,134.92,26295.723950805663,0.0,100.0,0.0,94.89863586425781,12803.723950805663
2024-09-06 19:00:00,19,6,51,59.13,0.0,240.23619079589844,153.76,36938.716696777345,0.0,0.0,0.0,240.23619079589844,36938.716696777345
2024-09-06 20:00:00,20,6,22,18.52,3.4800000000000004,299.2033996582031,155.12,46412.43135498047,0.0,0.0,0.0,299.2033996582031,46412.43135498047
2024-09-06 21:00:00,21,6,9,1.52,7.48,98.83479309082033,146.54,14483.25057952881,0.0,0.0,0.0,98.83479309082033,14483.25057952881
2024-09-06 22:00:00,22,6,0,-0.03,0.03,126.13084411621094,132.37,16695.93983566284,0.0,0.0,0.0,126.13084411621094,16695.93983566284
2024-09-06 23:00:00,23,6,0,0.0,0.0,128.71044921875,116.45,14988.331811523438,0.0,0.0,0.0,128.71044921875,14988.331811523438
2024-09-07 00:00:00,0,7,0,0.03,0.0,109.42599487304688,116.4,12737.185803222657,0.0,0.0,0.0,109.42599487304688,12737.185803222657
2024-09-07 01:00:00,1,7,0,-0.03,0.03,101.62361145019533,115.4,11727.36476135254,0.03,0.0,0.03,101.62361145019533,11727.36476135254
2024-09-07 02:00:00,2,7,0,0.0,0.0,101.890380859375,114.58,11674.599838867187,0.0,0.0,0.03,101.890380859375,11674.599838867187
2024-09-07 03:00:00,3,7,0,0.0,0.0,98.14865112304688,110.42,10837.574057006836,0.0,0.0,0.03,98.14865112304688,10837.574057006836
2024-09-07 04:00:00,4,7,0,0.0,0.0,59.11169052124024,113.47,6707.40352344513,0.0,0.0,0.03,59.11169052124024,6707.40352344513
2024-09-07 05:00:00,5,7,0,0.0,0.0,56.838775634765625,116.52,6622.85413696289,0.0,0.0,0.03,56.838775634765625,6622.85413696289
2024-09-07 06:00:00,6,7,0,0.0,0.0,102.7294921875,108.69,11165.668505859374,0.0,0.0,0.03,102.7294921875,11165.668505859374
2024-09-07 07:00:00,7,7,0,0.0,0.0,103.80906677246094,63.1,6550.3521133422855,0.0,0.0,0.03,103.80906677246094,6550.3521133422855
2024-09-07 08:00:00,8,7,4,0.0,4.0,95.88201904296876,42.82,4105.668055419923,4.0,0.0,4.03,95.88201904296876,4105.668055419923
2024-09-07 09:00:00,9,7,11,0.0,11.0,64.78549194335938,35.19,2279.801461486816,11.0,0.0,15.030000000000001,64.78549194335938,2279.801461486816
2024-09-07 10:00:00,10,7,20,0.0,20.0,50.80099487304688,32.77,1664.7486019897465,20.0,0.0,35.03,50.80099487304688,1664.7486019897465
2024-09-07 11:00:00,11,7,30,0.0,30.0,57.27731323242188,33.28,1906.1889843750002,30.0,0.0,65.03,57.27731323242188,1906.1889843750002
2024-09-07 12:00:00,12,7,40,0.0,40.0,57.59617614746094,33.8,1946.7507537841796,34.97,0.0,100.0,57.59617614746094,1946.7507537841796
2024-09-07 13:00:00,13,7,49,0.0,49.0,59.43793487548828,38.46,2285.9829753112795,0.0,0.0,100.0,59.43793487548828,2285.9829753112795
2024-09-07 14:00:00,14,7,52,0.0,52.0,56.64710998535156,43.22,2448.2880935668945,0.0,0.0,100.0,56.64710998535156,2448.2880935668945
2024-09-07 15:00:00,15,7,54,0.0,54.0,53.93902587890625,50.82,2741.181295166016,0.0,0.0,100.0,53.93902587890625,2741.181295166016
2024-09-07 16:00:00,16,7,52,0.0,52.0,5.465219020843506,73.34,400.81916298866275,0.0,0.0,100.0,5.465219020843506,400.81916298866275
2024-09-07 17:00:00,17,7,46,0.0,46.0,2.0,124.49,248.98,0.0,0.0,100.0,2.0,248.98
2024-09-07 18:00:00,18,7,38,0.0,38.0,14.539580345153809,148.67,2161.5994099140166,0.0,14.539580345153809,85.46041965484619,0.0,0.0
2024-09-07 19:00:00,19,7,28,0.0,28.0,41.90222930908203,158.87,6657.007170333863,0.0,41.90222930908203,43.55819034576416,0.0,0.0
2024-09-07 20:00:00,20,7,14,0.0,14.0,64.135498046875,157.24,10084.665712890626,0.0,43.55819034576416,0.0,20.57730770111084,3235.5758629226684
2024-09-07 21:00:00,21,7,6,0.0,6.0,85.33509826660156,151.41,12920.587228546143,0.0,0.0,0.0,85.33509826660156,12920.587228546143
2024-09-07 22:00:00,22,7,0,0.0,0.0,100.6667938232422,140.51,14144.691200103762,0.0,0.0,0.0,100.6667938232422,14144.691200103762
2024-09-07 23:00:00,23,7,0,0.0,0.0,98.28839111328124,132.12,12985.862233886717,0.0,0.0,0.0,98.28839111328124,12985.862233886717
2024-09-08 00:00:00,0,8,0,0.0,0.0,97.035888671875,131.92,12800.974433593748,0.0,0.0,0.0,97.035888671875,12800.974433593748
2024-09-08 01:00:00,1,8,0,0.0,0.0,98.54478454589844,131.06,12915.27946258545,0.0,0.0,0.0,98.54478454589844,12915.27946258545
2024-09-08 02:00:00,2,8,0,0.0,0.0,120.17926025390624,141.27,16977.724096069334,0.0,0.0,0.0,120.17926025390624,16977.724096069334
2024-09-08 03:00:00,3,8,0,0.0,0.0,110.18058776855467,145.06,15982.796061706542,0.0,0.0,0.0,110.18058776855467,15982.796061706542
2024-09-08 04:00:00,4,8,0,0.0,0.0,104.08116149902344,143.82,14968.95264678955,0.0,0.0,0.0,104.08116149902344,14968.95264678955
2024-09-08 05:00:00,5,8,0,0.0,0.0,105.25553894042967,140.2,14756.826559448238,0.0,0.0,0.0,105.25553894042967,14756.826559448238
2024-09-08 06:00:00,6,8,0,0.0,0.0,102.65715026855467,128.25,13165.779521942137,0.0,0.0,0.0,102.65715026855467,13165.779521942137
2024-09-08 07:00:00,7,8,0,0.0,0.0,99.36788177490234,93.25,9266.054975509644,0.0,0.0,0.0,99.36788177490234,9266.054975509644
2024-09-08 08:00:00,8,8,4,0.0,4.0,94.9132308959961,55.98,5313.242665557861,4.0,0.0,4.0,94.9132308959961,5313.242665557861
2024-09-08 09:00:00,9,8,9,6.64,2.3600000000000003,67.0283203125,44.07,2953.938076171875,2.3600000000000003,0.0,6.36,67.0283203125,2953.938076171875
2024-09-08 10:00:00,10,8,18,21.73,0.0,44.88862228393555,42.38,1902.3798123931886,0.0,0.0,6.36,44.88862228393555,1902.3798123931886
2024-09-08 11:00:00,11,8,29,48.75,0.0,33.32438659667969,43.07,1435.2813307189942,0.0,0.0,6.36,33.32438659667969,1435.2813307189942
