,ds,Production,Solar Consumption,Solar Diff,Total Consumption,Carbon Intensity,CO2 Emmitted,Current Battery Level,Battery Charge,Battery Discharge,Reduction Energy Consumed From Grid,CO2 Optimised
51,2024-09-03 03:00:00,0.0,0.0,0.0,107.68450164794922,121.66,13100.896470489502,0.0,0.0,0.0,107.68450164794922,13100.896470489502
52,2024-09-03 04:00:00,0.0,0.0,0.0,105.32978057861328,130.24,13718.150622558594,0.0,0.0,0.0,105.32978057861328,13718.150622558594
53,2024-09-03 05:00:00,0.0,0.0,0.0,111.48130798339844,149.31,16645.27409500122,0.0,0.0,0.0,111.48130798339844,16645.27409500122
54,2024-09-03 06:00:00,0.0,0.0,0.0,108.46063232421876,161.01,17463.24641052246,0.0,0.0,0.0,108.46063232421876,17463.24641052246
55,2024-09-03 07:00:00,0.0,0.0,0.0,153.92298889160156,142.07,21867.839031829833,0.0,0.0,0.0,153.92298889160156,21867.839031829833
56,2024-09-03 08:00:00,1.0257146298888469,0.23,0.7957146298888469,522.8995361328125,106.5,55688.80059814453,0.7957146298888469,0.7957146298888469,0.0,522.8995361328125,55688.80059814453
57,2024-09-03 09:00:00,11.304649998251064,7.29,4.0146499982510635,546.6914672851562,86.31,47184.94054138184,4.810364628139911,4.0146499982510635,0.0,546.6914672851562,47184.94054138184
58,2024-09-03 10:00:00,33.497987216721235,37.49,-3.992012783278767,456.1461791992188,79.53,36277.30563171387,4.810364628139911,0.0,0.0,456.1461791992188,36277.30563171387
59,2024-09-03 11:00:00,67.85493449123778,80.06,-12.205065508762218,364.3153076171875,77.03,28063.208145751953,4.810364628139911,0.0,0.0,364.3153076171875,28063.208145751953
60,2024-09-03 12:00:00,97.224059528142,113.19,-15.96594047185799,405.590576171875,71.93,29174.13014404297,4.810364628139911,0.0,0.0,405.590576171875,29174.13014404297
61,2024-09-03 13:00:00,110.04076695147523,124.93,-14.889233048524773,510.2633666992188,69.06,35238.78810424805,4.810364628139911,0.0,0.0,510.2633666992188,35238.78810424805
62,2024-09-03 14:00:00,107.03332801464477,128.6,-21.566671985355228,427.5072326660156,68.11,29117.517616882324,4.810364628139911,0.0,0.0,427.5072326660156,29117.517616882324
63,2024-09-03 15:00:00,102.88507598045618,122.26,-19.374924019543826,78.32479095458984,67.96,5322.952793273926,4.810364628139911,0.0,0.0,78.32479095458984,5322.952793273926
64,2024-09-03 16:00:00,98.67471802833698,114.36,-15.685281971663017,111.4866943359375,77.59,8650.25261352539,4.810364628139911,0.0,0.0,111.4866943359375,8650.25261352539
65,2024-09-03 17:00:00,88.45361469092676,90.8,-2.3463853090732414,192.7982177734375,109.84,21176.956240234376,4.810364628139911,0.0,0.0,192.7982177734375,21176.956240234376
66,2024-09-03 18:00:00,69.76313608290887,77.23,-7.466863917091132,230.98361206054688,146.58,33857.57785583496,0.0,0.0,4.810364628139911,226.17324743240695,33152.47460864222
67,2024-09-03 19:00:00,47.25193479211576,38.07,9.181934792115761,263.0296936035156,153.59,40398.73064056397,0.0,9.181934792115761,9.181934792115761,253.84775881139987,38988.47727584291
68,2024-09-03 20:00:00,17.899767325451457,17.47,0.4297673254514578,268.2010192871094,148.5,39827.85136413574,0.0,0.4297673254514578,0.4297673254514578,267.7712519616579,39764.030916306205
69,2024-09-03 21:00:00,3.524874601886749,3.06,0.4648746018867489,140.68527221679688,133.11,18726.616584777836,0.0,0.4648746018867489,0.4648746018867489,140.22039761491013,18664.73712652069
70,2024-09-03 22:00:00,0.0,-0.1,0.1,132.34963989257812,118.04,15622.551492919923,0.0,0.1,0.1,132.24963989257813,15610.747492919923
71,2024-09-03 23:00:00,0.0,0.0,0.0,192.55311554855024,109.8,21142.332087230814,0.0,0.0,0.0,192.55311554855024,21142.332087230814
72,2024-09-04 00:00:00,0.0,0.0,0.0,192.55311554855024,107.65,20728.342888801435,0.0,0.0,0.0,192.55311554855024,20728.342888801435
73,2024-09-04 01:00:00,0.0,0.0,0.0,111.61296844482422,109.72,12246.174897766114,0.0,0.0,0.0,111.61296844482422,12246.174897766114
74,2024-09-04 02:00:00,0.0,0.0,0.0,113.62938690185548,113.18,12860.574009552005,0.0,0.0,0.0,113.62938690185548,12860.574009552005
75,2024-09-04 03:00:00,0.0,0.0,0.0,111.25675964355467,112.02,12462.982215270995,0.0,0.0,0.0,111.25675964355467,12462.982215270995
76,2024-09-04 04:00:00,0.0,0.0,0.0,114.19965362548828,118.36,13516.671003112793,0.0,0.0,0.0,114.19965362548828,13516.671003112793
77,2024-09-04 05:00:00,0.0,0.0,0.0,110.80889892578124,130.76,14489.371623535153,0.0,0.0,0.0,110.80889892578124,14489.371623535153
78,2024-09-04 06:00:00,0.0,0.0,0.0,105.5642547607422,141.11,14896.171989288334,0.0,0.0,0.0,105.5642547607422,14896.171989288334
79,2024-09-04 07:00:00,0.0,0.0,0.0,152.39501953125,118.53,18063.38166503906,0.0,0.0,0.0,152.39501953125,18063.38166503906
80,2024-09-04 08:00:00,0.0,0.14,-0.14,558.9171142578125,79.65,44517.74815063477,0.0,0.0,0.0,558.9171142578125,44517.74815063477
81,2024-09-04 09:00:00,7.789315241205082,4.61,3.1793152412050816,514.2966918945312,60.18,30950.374918212892,3.1793152412050816,3.1793152412050816,0.0,514.2966918945312,30950.374918212892
82,2024-09-04 10:00:00,28.28602309749391,26.05,2.2360230974939093,482.9991455078125,56.83,27448.841439208984,5.415338338698991,2.2360230974939093,0.0,482.9991455078125,27448.841439208984
83,2024-09-04 11:00:00,60.32888407411027,84.08,-23.751115925889728,332.49908447265625,58.03,19294.92187194824,5.415338338698991,0.0,0.0,332.49908447265625,19294.92187194824
84,2024-09-04 12:00:00,90.50643969180952,120.27,-29.763560308190478,421.916015625,59.34,25036.4963671875,5.415338338698991,0.0,0.0,421.916015625,25036.4963671875
85,2024-09-04 13:00:00,105.825273036989,132.91,-27.084726963010993,598.9739379882812,58.48,35027.99589355469,5.415338338698991,0.0,0.0,598.9739379882812,35027.99589355469
86,2024-09-04 14:00:00,99.05985134843026,122.55,-23.49014865156974,319.28582763671875,58.1,18550.50658569336,5.415338338698991,0.0,0.0,319.28582763671875,18550.50658569336
87,2024-09-04 15:00:00,91.81009837391784,85.1,6.710098373917845,97.85929107666016,58.08,5683.667625732422,12.125436712616835,6.710098373917845,0.0,97.85929107666016,5683.667625732422
88,2024-09-04 16:00:00,88.5258921861918,22.49,66.0358921861918,93.7627410888672,64.73,6069.262230682374,78.16132889880863,66.0358921861918,0.0,93.7627410888672,6069.262230682374
89,2024-09-04 17:00:00,82.05790019037836,17.83,64.22790019037836,81.40731048583984,96.46,7852.5491694641105,100.0,21.838671101191366,0.0,81.40731048583984,7852.5491694641105
90,2024-09-04 18:00:00,67.10889262559071,90.72,-23.611107374409286,227.18240356445312,144.33,32789.236306457526,0.0,0.0,100.0,127.18240356445312,18356.236306457522
91,2024-09-04 19:00:00,47.04990354777814,60.48,-13.430096452221854,238.86941528320312,158.91,37958.73878265381,0.0,0.0,0.0,238.86941528320312,37958.73878265381
92,2024-09-04 20:00:00,19.900784560299016,16.5,3.400784560299016,297.9515075683594,142.88,42571.31140136719,0.0,0.0,0.0,297.9515075683594,42571.31140136719
93,2024-09-04 21:00:00,4.519603551180546,2.17,2.3496035511805458,112.89285278320312,133.74,15098.290131225587,0.0,0.0,0.0,112.89285278320312,15098.290131225587
94,2024-09-04 22:00:00,0.0,-0.12,0.12,121.96859741210938,119.3,14550.853671264647,0.0,0.0,0.0,121.96859741210938,14550.853671264647
95,2024-09-04 23:00:00,0.0,0.0,0.0,117.44890594482422,119.77,14066.855465011597,0.0,0.0,0.0,117.44890594482422,14066.855465011597
96,2024-09-05 00:00:00,0.0,0.0,0.0,111.57052612304688,120.56,13450.94262939453,0.0,0.0,0.0,111.57052612304688,13450.94262939453
97,2024-09-05 01:00:00,0.0,0.0,0.0,108.71453857421876,120.38,13087.056153564454,0.0,0.0,0.0,108.71453857421876,13087.056153564454
98,2024-09-05 02:00:00,0.0,0.0,0.0,46.20127868652344,121.21,5600.056989593506,0.0,0.0,0.0,46.20127868652344,5600.056989593506
99,2024-09-05 03:00:00,0.0,0.0,0.0,45.676246643066406,129.08,5895.889916687012,0.0,0.0,0.0,45.676246643066406,5895.889916687012
100,2024-09-05 04:00:00,0.0,0.0,0.0,107.77391052246094,133.14,14349.018446960448,0.0,0.0,0.0,107.77391052246094,14349.018446960448
101,2024-09-05 05:00:00,0.0,0.0,0.0,109.5806121826172,140.2,15363.20182800293,0.0,0.0,0.0,109.5806121826172,15363.20182800293
102,2024-09-05 06:00:00,0.0,0.0,0.0,108.81134033203124,140.76,15316.284265136715,0.0,0.0,0.0,108.81134033203124,15316.284265136715
103,2024-09-05 07:00:00,0.0,0.0,0.0,160.97628784179688,111.44,17939.197517089844,0.0,0.0,0.0,160.97628784179688,17939.197517089844
104,2024-09-05 08:00:00,1.101710680500008,0.47,0.6317106805000081,555.9889526367188,74.92,41654.69233154297,0.6317106805000081,0.6317106805000081,0.0,555.9889526367188,41654.69233154297
105,2024-09-05 09:00:00,11.115182704481883,8.29,2.8251827044818842,552.114013671875,60.7,33513.320629882815,3.4568933849818926,2.8251827044818842,0.0,552.114013671875,33513.320629882815
106,2024-09-05 10:00:00,31.195055444548085,34.62,-3.424944555451912,551.6611328125,57.4,31665.3490234375,3.4568933849818926,0.0,0.0,551.6611328125,31665.3490234375
107,2024-09-05 11:00:00,62.06287345739107,70.74,-8.677126542608924,429.39105224609375,54.66,23470.514915771484,3.4568933849818926,0.0,0.0,429.39105224609375,23470.514915771484
108,2024-09-05 12:00:00,91.25397308471597,114.58,-23.326026915284032,352.43707275390625,54.62,19250.112913818357,3.4568933849818926,0.0,0.0,352.43707275390625,19250.112913818357
109,2024-09-05 13:00:00,103.46297665539552,125.45,-21.98702334460448,363.2925415039063,55.09,20013.7861114502,3.4568933849818926,0.0,0.0,363.2925415039063,20013.7861114502
110,2024-09-05 14:00:00,100.52608194056232,111.78,-11.25391805943768,302.9217529296875,57.16,17315.007397460937,3.4568933849818926,0.0,0.0,302.9217529296875,17315.007397460937
111,2024-09-05 15:00:00,98.37497122290743,75.05,23.324971222907436,106.3572235107422,63.69,6773.891565399171,26.78186460788933,23.324971222907436,0.0,106.3572235107422,6773.891565399171
112,2024-09-05 16:00:00,94.41093876960764,109.51,-15.099061230392365,116.98292541503906,89.74,10498.047726745604,26.78186460788933,0.0,0.0,116.98292541503906,10498.047726745604
113,2024-09-05 17:00:00,81.53538215758897,92.26,-10.724617842411035,135.4846954345703,129.89,17598.107089996334,26.78186460788933,0.0,0.0,135.4846954345703,17598.107089996334
114,2024-09-05 18:00:00,59.61317905189421,74.54,-14.9268209481058,106.57545471191406,158.77,16920.984944610598,0.0,0.0,26.78186460788933,79.79359010402473,12668.828300816007
115,2024-09-05 19:00:00,38.32019975484584,35.24,3.080199754845836,148.4403839111328,157.98,23450.61185028076,0.0,3.080199754845836,3.080199754845836,145.36018415628698,22964.001893010216
116,2024-09-05 20:00:00,14.94408141971089,15.38,-0.4359185802891101,305.3340148925781,151.01,46108.48958892822,0.0,0.0,0.0,305.3340148925781,46108.48958892822
117,2024-09-05 21:00:00,3.2391045928011257,1.64,1.5991045928011258,141.9413299560547,139.43,19790.879635772708,0.0,1.5991045928011258,1.5991045928011258,140.34222536325356,19567.916482398447
118,2024-09-05 22:00:00,0.0,-0.01,0.01,123.44835662841795,123.27,15217.478921585081,0.0,0.01,0.01,123.43835662841795,15216.246221585081
119,2024-09-05 23:00:00,0.0,0.0,0.0,127.18341064453124,114.59,14573.947025756836,0.0,0.0,0.0,127.18341064453124,14573.947025756836
120,2024-09-06 00:00:00,0.0,0.0,0.0,116.48008728027344,114.06,13285.718755187989,0.0,0.0,0.0,116.48008728027344,13285.718755187989
121,2024-09-06 01:00:00,0.0,0.0,0.0,102.21360778808594,113.06,11556.270496520996,0.0,0.0,0.0,102.21360778808594,11556.270496520996
122,2024-09-06 02:00:00,0.0,0.0,0.0,103.5816421508789,117.2,12139.768460083009,0.0,0.0,0.0,103.5816421508789,12139.768460083009
123,2024-09-06 03:00:00,0.0,0.0,0.0,100.11378479003906,119.66,11979.615487976074,0.0,0.0,0.0,100.11378479003906,11979.615487976074
124,2024-09-06 04:00:00,0.0,0.0,0.0,102.64089965820312,119.6,12275.851599121093,0.0,0.0,0.0,102.64089965820312,12275.851599121093
125,2024-09-06 05:00:00,0.0,0.0,0.0,101.178955078125,126.72,12821.3971875,0.0,0.0,0.0,101.178955078125,12821.3971875
126,2024-09-06 06:00:00,0.0,0.0,0.0,100.8783187866211,131.66,13281.639451446534,0.0,0.0,0.0,100.8783187866211,13281.639451446534
127,2024-09-06 07:00:00,0.0,0.0,0.0,173.91204833984375,100.4,17460.769653320312,0.0,0.0,0.0,173.91204833984375,17460.769653320312
128,2024-09-06 08:00:00,3.563379495592009,0.2,3.363379495592009,492.9554748535156,65.85,32461.118019104,3.363379495592009,3.363379495592009,0.0,492.9554748535156,32461.118019104
129,2024-09-06 09:00:00,14.628256224100271,6.37,8.258256224100272,461.6643676757813,52.66,24311.24560180664,11.62163571969228,8.258256224100272,0.0,461.6643676757813,24311.24560180664
130,2024-09-06 10:00:00,35.39912343920354,20.84,14.559123439203542,434.602783203125,50.21,21821.405744628908,26.180759158895825,14.559123439203542,0.0,434.602783203125,21821.405744628908
131,2024-09-06 11:00:00,62.73739499451639,87.67,-24.93260500548361,163.63084411621094,47.65,7797.009722137451,26.180759158895825,0.0,0.0,163.63084411621094,7797.009722137451
132,2024-09-06 12:00:00,84.78282470705705,113.51,-28.72717529294296,206.36183166503903,46.96,9690.751614990233,26.180759158895825,0.0,0.0,206.36183166503903,9690.751614990233
133,2024-09-06 13:00:00,95.42779546084924,126.32,-30.892204539150754,334.1552734375,47.19,15768.787353515625,26.180759158895825,0.0,0.0,334.1552734375,15768.787353515625
134,2024-09-06 14:00:00,93.74398433866968,121.98,-28.236015661330327,248.3540496826172,47.71,11848.971710357666,26.180759158895825,0.0,0.0,248.3540496826172,11848.971710357666
135,2024-09-06 15:00:00,91.84096888306551,50.33,41.510968883065516,86.30104064941406,48.26,4164.888221740723,67.69172804196134,41.510968883065516,0.0,86.30104064941406,4164.888221740723
136,2024-09-06 16:00:00,89.92167890372627,78.05,11.871678903726277,87.8863525390625,57.8,5079.8311767578125,79.56340694568762,11.871678903726277,0.0,87.8863525390625,5079.8311767578125
137,2024-09-06 17:00:00,80.72249523999763,34.21,46.51249523999763,101.84684753417967,96.21,9798.685201263426,100.0,20.436593054312382,0.0,101.84684753417967,9798.685201263426
138,2024-09-06 18:00:00,63.63122577371149,99.33,-35.698774226288506,194.8986358642578,134.92,26295.723950805663,0.0,0.0,100.0,94.89863586425781,12803.723950805663
139,2024-09-06 19:00:00,45.61856648327308,59.13,-13.511433516726925,240.23619079589844,153.76,36938.716696777345,0.0,0.0,0.0,240.23619079589844,36938.716696777345
140,2024-09-06 20:00:00,18.137793638190185,18.52,-0.38220636180981415,299.2033996582031,155.12,46412.43135498047,0.0,0.0,0.0,299.2033996582031,46412.43135498047
141,2024-09-06 21:00:00,3.063343841583469,1.52,1.5433438415834688,98.83479309082033,146.54,14483.25057952881,0.0,0.0,0.0,98.83479309082033,14483.25057952881
142,2024-09-06 22:00:00,0.0,-0.03,0.03,126.13084411621094,132.37,16695.93983566284,0.0,0.0,0.0,126.13084411621094,16695.93983566284
143,2024-09-06 23:00:00,0.0,0.0,0.0,128.71044921875,116.45,14988.331811523438,0.0,0.0,0.0,128.71044921875,14988.331811523438
144,2024-09-07 00:00:00,0.0,0.03,-0.03,109.42599487304688,116.4,12737.185803222657,0.0,0.0,0.0,109.42599487304688,12737.185803222657
145,2024-09-07 01:00:00,0.0,-0.03,0.03,101.62361145019533,115.4,11727.36476135254,0.03,0.03,0.0,101.62361145019533,11727.36476135254
146,2024-09-07 02:00:00,0.0,0.0,0.0,101.890380859375,114.58,11674.599838867187,0.03,0.0,0.0,101.890380859375,11674.599838867187
147,2024-09-07 03:00:00,0.0,0.0,0.0,98.14865112304688,110.42,10837.574057006836,0.03,0.0,0.0,98.14865112304688,10837.574057006836
148,2024-09-07 04:00:00,0.0,0.0,0.0,59.11169052124024,113.47,6707.40352344513,0.03,0.0,0.0,59.11169052124024,6707.40352344513
149,2024-09-07 05:00:00,0.0,0.0,0.0,56.838775634765625,116.52,6622.85413696289,0.03,0.0,0.0,56.838775634765625,6622.85413696289
150,2024-09-07 06:00:00,0.0,0.0,0.0,102.7294921875,108.69,11165.668505859374,0.03,0.0,0.0,102.7294921875,11165.668505859374
151,2024-09-07 07:00:00,0.0,0.0,0.0,103.80906677246094,63.1,6550.3521133422855,0.03,0.0,0.0,103.80906677246094,6550.3521133422855
152,2024-09-07 08:00:00,2.4792866256095563,0.0,2.4792866256095563,95.88201904296876,42.82,4105.668055419923,2.509286625609556,2.4792866256095563,0.0,95.88201904296876,4105.668055419923
153,2024-09-07 09:00:00,7.416576535443238,0.0,7.416576535443238,64.78549194335938,35.19,2279.801461486816,9.925863161052794,7.416576535443238,0.0,64.78549194335938,2279.801461486816
154,2024-09-07 10:00:00,15.241099460055102,0.0,15.241099460055102,50.80099487304688,32.77,1664.7486019897465,25.166962621107896,15.241099460055102,0.0,50.80099487304688,1664.7486019897465
155,2024-09-07 11:00:00,26.02441392839747,0.0,26.02441392839747,57.27731323242188,33.28,1906.1889843750002,51.191376549505364,26.02441392839747,0.0,57.27731323242188,1906.1889843750002
156,2024-09-07 12:00:00,38.40850546659208,0.0,38.40850546659208,57.59617614746094,33.8,1946.7507537841796,89.59988201609744,38.40850546659208,0.0,57.59617614746094,1946.7507537841796
157,2024-09-07 13:00:00,49.55209332706052,0.0,49.55209332706052,59.43793487548828,38.46,2285.9829753112795,100.0,10.400117983902561,0.0,59.43793487548828,2285.9829753112795
158,2024-09-07 14:00:00,53.22609442772101,0.0,53.22609442772101,56.64710998535156,43.22,2448.2880935668945,100.0,0.0,0.0,56.64710998535156,2448.2880935668945
159,2024-09-07 15:00:00,54.986082910018006,0.0,54.986082910018006,53.93902587890625,50.82,2741.181295166016,100.0,0.0,0.0,53.93902587890625,2741.181295166016
160,2024-09-07 16:00:00,53.20728841276596,0.0,53.20728841276596,5.465219020843506,73.34,400.81916298866275,100.0,0.0,0.0,5.465219020843506,400.81916298866275
161,2024-09-07 17:00:00,47.71688534618876,0.0,47.71688534618876,2.0,124.49,248.98,100.0,0.0,0.0,2.0,248.98
162,2024-09-07 18:00:00,37.39347783477252,0.0,37.39347783477252,14.539580345153809,148.67,2161.5994099140166,85.46041965484619,0.0,14.539580345153809,0.0,0.0
163,2024-09-07 19:00:00,25.644859011479078,0.0,25.644859011479078,41.90222930908203,158.87,6657.007170333863,43.55819034576416,0.0,41.90222930908203,0.0,0.0
164,2024-09-07 20:00:00,11.0746993705664,0.0,11.0746993705664,64.135498046875,157.24,10084.665712890626,0.0,0.0,43.55819034576416,20.57730770111084,3235.5758629226684
165,2024-09-07 21:00:00,3.71444452367836,0.0,3.71444452367836,85.33509826660156,151.41,12920.587228546143,0.0,0.0,0.0,85.33509826660156,12920.587228546143
166,2024-09-07 22:00:00,0.0,0.0,0.0,100.6667938232422,140.51,14144.691200103762,0.0,0.0,0.0,100.6667938232422,14144.691200103762
